GCA_001828515.1	MHYQ01000158.1	16765	19186	hzsA
GCA_002632345.1	NSJQ01000060.1	18284	20705	hzsA
GCA_900232105.1	LT934425.1	53232	55662	hzsA
GCA_000315115.1	AMCG01002637.1	2281	4711	hzsA
GCA_001753675.2	MJUW02000123.1	2327	4733	hzsA
GCA_007618135.1	PHFX01000032.1	4214	5240	hzsB
GCA_900232105.1	LT934425.1	52133	53159	hzsB
GCA_000315095.1	AMCF01000268.1	0	870	hzsB
GCA_005524015.1	SULG01000079.1	15758	16784	hzsB
GCA_001723765.1	MAYW01000018.1	40513	41539	hzsB
GCA_003577215.1	QEUJ01000008.1	0	819	hzsB
GCA_001828595.1	MHZA01000052.1	12571	13057	hzsB
GCA_900232175.1	OCTL01000126.1	9031	10057	hzsB
GCA_001828515.1	MHYQ01000092.1	0	720	hzsB
GCA_002443295.1	BAOS01000034.1	54518	56591	hzsC
GCA_000949635.1	BAFN01000001.1	255290	256316	hzsB
GCA_008933285.1	WBVH01000046.1	4543	5542	hzsB
GCA_000786775.1	JRYO01000070.1	0	2073	hzsC
GCA_001828595.1	MHZA01000047.1	7339	8362	hzsB
GCA_007618135.1	PHFX01000127.1	2526	2847	hzsB
GCA_004351875.1	RBMW01000007.1	62163	63189	hzsB
GCA_000949635.1	BAFN01000001.1	59346	60369	hzsB
GCA_000987375.1	LAQJ01000049.1	1235	2261	hzsB
GCA_002050315.1	MWTE01000011.1	36961	37978	hzsB
GCA_008363395.1	RHKZ01000009.1	65366	66185	hzsB
GCA_000315115.1	AMCG01002637.1	1182	2208	hzsB
GCA_900232105.1	LT934425.1	44960	45986	hzsB
GCA_002848945.1	PJZV01000035.1	2512	3535	hzsB
GCA_900696675.1	CAADGZ010000078.1	3709	4735	hzsB
GCA_002009475.1	AYTS01000080.1	0	951	hzsB
GCA_000786775.1	JRYO01000244.1	0	261	hzsB
GCA_000949635.1	BAFN01000001.1	2181233	2182256	hzsB
GCA_000296795.1	BAFH01000002.1	52204	53230	hzsB
GCA_002443295.1	BAOS01000045.1	42335	44408	hzsC
GCA_004282735.1	SHMS01000027.1	1198	2221	hzsB
GCA_004282745.1	SHMT01000008.1	61827	62853	hzsB
GCA_007860005.1	SMSM01000001.1	40352	41375	hzsB
GCA_900232175.1	OCTL01000069.1	56787	57813	hzsB
GCA_900232175.1	OCTL01000095.1	59684	60710	hzsB
GCA_005524015.1	SULG01000157.1	1204	2230	hzsB
GCA_008501815.1	QQTZ01000026.1	58218	59244	hzsB
GCA_000296795.1	BAFH01000004.1	59039	60065	hzsB
GCA_007860005.1	SMSM01000002.1	62281	63304	hzsB
GCA_001723765.1	MAYW01000344.1	2290	2503	hzsB
GCA_001753675.2	MJUW02000123.1	1198	2221	hzsB
GCA_002632345.1	NSJQ01000031.1	47246	47594	hzsB
GCA_000296795.1	BAFH01000001.1	54621	55647	hzsB
GCA_007618145.1	PHFY01000181.1	5152	6178	hzsB
GCA_008636105.1	VSDH01000007.1	51275	52304	hzsB
GCA_900232105.1	LT934425.1	1034137	1035163	hzsB
GCA_008636105.1	VSDH01000027.1	27317	28343	hzsB
GCA_002050325.1	MWTF01000012.1	1153	2176	hzsB
GCA_007618155.1	PHFZ01000051.1	2512	3535	hzsB
GCA_900696475.1	CAADGF010000014.1	16758	17784	hzsB
GCA_900232175.1	OCTL01000042.1	8543	9569	hzsB
GCA_002632345.1	NSJQ01000060.1	20826	21174	hzsB
GCA_007618155.1	PHFZ01000051.1	3602	4688	hzsC
GCA_002009475.1	AYTS01000114.1	0	927	hzsC
GCA_004351875.1	RBMW01000007.1	63253	64390	hzsC
GCA_004282735.1	SHMS01000027.1	0	1131	hzsC
GCA_003577195.1	QEUK01000129.1	8544	9699	hzsC
GCA_002050325.1	MWTF01000012.1	0	1086	hzsC
GCA_000315095.1	AMCF01000476.1	0	1104	hzsC
GCA_900232175.1	OCTL01000126.1	10135	11269	hzsC
GCA_900232105.1	LT934425.1	1032925	1034059	hzsC
GCA_005524015.1	SULG01000157.1	0	1134	hzsC
GCA_007618145.1	PHFY01000181.1	4132	5074	hzsC
GCA_900696675.1	CAADGZ010000078.1	4813	5947	hzsC
GCA_008636105.1	VSDH01000027.1	26118	27255	hzsC
GCA_008363395.1	RHKZ01000023.1	0	1131	hzsC
GCA_008363395.1	RHKZ01000032.1	0	1131	hzsC
GCA_008933285.1	WBVH01000397.1	1224	2355	hzsC
GCA_002848945.1	PJZV01000035.1	3602	4688	hzsC
GCA_900696475.1	CAADGF010000014.1	15560	16694	hzsC
GCA_007860005.1	SMSM01000002.1	63371	64502	hzsC
GCA_000296795.1	BAFH01000001.1	55711	56845	hzsC
GCA_001828515.1	MHYQ01000079.1	23001	24138	hzsC
GCA_900232175.1	OCTL01000095.1	60788	61922	hzsC
GCA_000987375.1	LAQJ01000049.1	0	1131	hzsC
GCA_900232105.1	LT934425.1	43748	44882	hzsC
GCA_000949635.1	BAFN01000001.1	2180014	2181145	hzsC
GCA_900232175.1	OCTL01000069.1	55575	56709	hzsC
GCA_001567345.1	JZEK01000067.1	26137	27268	hzsC
GCA_900232175.1	OCTL01000042.1	7331	8465	hzsC
GCA_007860005.1	SMSM01000001.1	40006	40285	hzsC
GCA_001828595.1	MHZA01000047.1	8432	9569	hzsC
GCA_001723765.1	MAYW01000018.1	39303	40440	hzsC
GCA_008636105.1	VSDH01000007.1	49382	50519	hzsC
GCA_000949635.1	BAFN01000001.1	60457	61588	hzsC
GCA_000315115.1	AMCG01002637.1	0	1104	hzsC
GCA_007618145.1	PHFY01000181.1	3956	4157	hzsC
GCA_004282745.1	SHMT01000008.1	62917	64054	hzsC
GCA_900232175.1	OCTL01000095.1	66719	67565	hzsC
GCA_007860005.1	SMSM01000001.1	39154	39982	hzsC
GCA_001753675.2	MJUW02000123.1	0	1131	hzsC
GCA_900232105.1	LT934425.1	50921	52055	hzsC
GCA_008501815.1	QQTZ01000026.1	57017	58154	hzsC
GCA_003577215.1	QEUJ01000012.1	54134	55265	hzsC
GCA_000296795.1	BAFH01000004.1	60129	61263	hzsC
GCA_003577215.1	QEUJ01000037.1	0	1131	hzsC
